date,category,region,units_sold,discount_pct,sales_amount
2023-02-20,Clothing,East,1,0.37,2922.32
2022-12-05,Furniture,North,10,0.36,18248.28
2023-03-29,Clothing,East,47,0.38,3007.39
2022-02-03,Electronics,West,32,0.34,8697.78
2023-03-24,Clothing,East,39,0.24,3151.92
2021-03-19,Electronics,North,22,0.16,8407.72
2021-01-22,Electronics,West,18,0.2,12613.58
2022-05-29,Sports,West,48,0.35,4410.27
2021-08-23,Furniture,West,46,0.12,12081.18
2021-10-07,Clothing,South,32,0.06,2294.88
2022-11-01,Food,North,27,0.06,2520.14
2023-08-09,Sports,North,28,0.33,4515.03
2023-09-20,Sports,South,18,0.3,3248.19
2023-08-03,Food,East,39,0.2,1759.85
2021-05-20,Furniture,South,49,0.11,12055.34
2021-06-19,Furniture,North,29,0.27,10917.82
2022-05-12,Furniture,North,18,0.02,12217.09
2023-06-16,Sports,West,44,0.23,4741.49
2021-10-15,Food,South,8,0.16,1564.74
2023-08-23,Furniture,North,31,0.39,11011.55
2022-07-26,Electronics,North,34,0.2,8229.36
2021-11-27,Clothing,East,7,0.22,5098.63
2021-12-16,Electronics,West,36,0.28,11623.83
2021-02-06,Sports,South,18,0.19,3929.9
2021-07-25,Electronics,South,38,0.09,7865.07
2021-12-29,Food,East,9,0.21,2344.76
2022-08-26,Clothing,South,9,0.38,2849.55
2021-09-12,Clothing,South,46,0.16,3709.21
2023-12-31,Sports,East,8,0.27,6696.51
2023-03-12,Furniture,South,35,0.39,11732.24
2021-12-11,Clothing,East,18,0.33,5208.82
2021-06-08,Furniture,South,5,0.26,11210.08
2021-01-23,Food,West,14,0.29,1878.93
2022-07-14,Furniture,West,28,0.37,12346.21
2021-11-11,Furniture,West,30,0.38,18078.74
2023-06-22,Furniture,North,4,0.39,12107.3
2023-01-04,Clothing,East,39,0.25,4724.14
2021-12-31,Electronics,West,20,0.15,11793.3
2022-03-20,Food,North,25,0.05,2161.83
2021-03-12,Sports,North,28,0.15,4383.31
2023-12-27,Electronics,North,12,0.38,11985.09
2022-03-19,Sports,East,2,0.36,4500.02
2023-06-25,Clothing,North,43,0.21,3265.07
2021-04-08,Clothing,South,14,0.21,2915.9
2023-12-07,Furniture,South,22,0.12,17894.53
2021-07-30,Electronics,East,31,0.18,7462.76
2023-03-11,Electronics,North,23,0.29,7731.36
2022-09-24,Electronics,North,48,0.16,7944.71
2023-06-29,Food,East,20,0.08,1579.38
2021-04-18,Furniture,South,38,0.22,11582.06
2021-01-10,Furniture,West,4,0.09,18057.65
2021-04-10,Furniture,South,15,0.39,11766.4
2023-02-12,Electronics,East,24,0.16,7680.9
2022-02-18,Food,West,25,0.36,1796.44
2022-05-27,Food,West,1,0.09,1623.6
2023-02-07,Sports,West,7,0.08,3970.22
2022-05-04,Electronics,North,31,0.25,8292.61
2022-02-14,Electronics,East,12,0.31,7395.79
2021-07-07,Electronics,East,42,0.23,7436.27
2021-02-02,Electronics,East,5,0.09,7834.9
2023-05-14,Furniture,East,44,0.02,11948.32
2021-02-27,Sports,West,42,0.25,4382.15
2021-01-30,Furniture,North,38,0.05,17686.13
2022-11-22,Furniture,East,12,0.14,17696.73
2022-01-29,Electronics,South,39,0.27,12544.48
2021-05-10,Food,South,18,0.04,958.38
2022-03-28,Electronics,West,2,0.05,8507.92
2021-07-17,Electronics,North,10,0.02,8004.34
2021-12-10,Food,West,15,0.4,1860.92
2021-12-09,Sports,West,30,0.15,5451.96
2021-04-01,Clothing,East,44,0.36,2906.59
2023-05-02,Sports,West,17,0.12,4326.31
2023-11-16,Sports,South,4,0.3,5993.14
2021-08-09,Electronics,West,7,0.09,8458.65
2022-11-01,Sports,South,41,0.2,6444.29
2022-10-23,Food,North,31,0.33,1902.68
2022-01-24,Sports,East,39,0.33,6423.95
2022-03-01,Electronics,South,34,0.32,7733.26
2023-03-21,Food,West,6,0.33,1890.65
2023-05-27,Clothing,East,38,0.08,4065.54
2021-09-05,Electronics,North,45,0.19,8488.67
2022-04-21,Food,North,34,0.19,1306.14
2022-03-14,Clothing,South,44,0.36,2710.0
2021-08-05,Electronics,East,15,0.12,8056.96
2023-01-01,Food,West,14,0.37,2635.37
2022-10-25,Sports,West,6,0.18,4089.33
2021-12-22,Sports,South,37,0.27,5446.4
2021-01-31,Sports,East,32,0.11,6379.0
2023-04-04,Electronics,North,3,0.16,8469.11
2022-10-10,Sports,South,3,0.28,3561.11
2021-01-25,Food,North,22,0.21,2730.41
2023-03-09,Sports,East,22,0.37,4060.73
2022-03-12,Furniture,East,10,0.29,12243.69
2023-07-29,Furniture,South,3,0.23,12252.2
2022-03-27,Sports,South,12,0.35,4144.03
2021-05-16,Sports,North,29,0.27,3800.43
2022-07-25,Furniture,West,48,0.26,12250.0
2023-01-26,Clothing,West,17,0.1,4523.03
2021-03-31,Electronics,East,7,0.16,8164.75
2021-05-18,Clothing,East,13,0.27,2863.59
2022-03-24,Furniture,South,2,0.36,12197.57
2023-04-22,Sports,North,4,0.13,3999.76
2022-09-10,Furniture,South,10,0.09,11498.87
2023-10-21,Electronics,West,39,0.24,8268.46
2021-07-28,Furniture,South,24,0.03,12540.17
2021-12-18,Furniture,West,17,0.29,18205.34
2022-05-31,Sports,East,6,0.28,3914.73
2021-07-14,Sports,South,19,0.14,4204.21
2022-10-27,Food,East,5,0.36,1170.07
2023-03-07,Electronics,West,32,0.2,8401.39
2021-09-30,Furniture,West,10,0.26,12447.04
2022-11-12,Furniture,East,9,0.08,17987.44
2021-12-26,Electronics,East,27,0.17,12067.67
2022-10-14,Clothing,West,13,0.34,2499.97
2023-09-15,Clothing,North,19,0.09,3297.39
2021-05-19,Furniture,West,21,0.16,11893.83
2022-11-18,Food,North,24,0.13,988.36
2021-02-06,Electronics,West,38,0.06,8065.53
2023-07-09,Furniture,East,4,0.12,11954.06
2023-02-23,Furniture,North,24,0.09,11504.1
2023-11-13,Sports,North,35,0.37,6495.8
2022-04-22,Food,North,3,0.3,1293.38
2023-10-29,Clothing,West,4,0.13,2644.44
2021-01-28,Clothing,West,37,0.31,5061.53
2022-04-22,Clothing,East,40,0.01,3211.58
2021-02-13,Food,East,48,0.21,1021.09
2021-09-12,Furniture,North,35,0.1,12003.82
2022-09-25,Clothing,South,31,0.05,2617.83
2022-04-30,Clothing,East,44,0.35,2381.34
2023-05-28,Sports,East,25,0.08,3344.95
2022-05-14,Sports,North,40,0.33,4351.98
2021-06-12,Sports,East,13,0.17,3612.98
2021-05-03,Food,South,4,0.01,1018.35
2021-10-09,Sports,East,46,0.29,3896.97
2023-02-07,Sports,South,14,0.24,5293.56
2023-10-19,Electronics,North,13,0.14,8243.61
2022-08-31,Sports,West,27,0.11,4420.48
2022-02-18,Furniture,East,6,0.03,11536.3
2021-11-07,Electronics,South,17,0.38,12223.99
2023-02-09,Electronics,South,36,0.2,8007.68
2022-02-23,Food,East,40,0.03,1158.34
2021-03-19,Clothing,West,49,0.35,2901.19
2022-05-03,Furniture,East,35,0.11,11688.75
2023-06-28,Clothing,West,17,0.08,3075.93
2022-11-05,Electronics,West,41,0.11,11901.71
2021-10-02,Clothing,West,2,0.23,2689.95
2022-07-24,Furniture,East,13,0.03,11886.72
2022-10-13,Electronics,West,2,0.19,8443.2
2021-03-23,Sports,East,28,0.36,3431.43
2023-12-03,Furniture,North,43,0.08,17734.91
2023-04-30,Sports,West,26,0.13,4171.3
2022-08-14,Clothing,North,22,0.16,2705.87
2021-02-18,Electronics,East,47,0.23,8633.0
2022-04-15,Electronics,East,43,0.37,8578.37
2022-11-10,Furniture,East,3,0.16,18604.93
2022-12-03,Electronics,East,35,0.03,12328.08
2022-05-12,Clothing,South,12,0.14,3488.49
2022-02-26,Electronics,East,24,0.08,8011.94
2021-04-21,Food,South,5,0.26,1217.35
2022-05-24,Electronics,West,20,0.01,7746.23
2022-04-01,Sports,West,39,0.12,3224.43
2023-02-21,Electronics,West,39,0.22,7825.31
2023-12-04,Clothing,North,13,0.11,4355.01
2022-10-21,Food,East,41,0.22,1414.77
2022-01-11,Sports,West,45,0.05,7261.21
2023-06-25,Sports,South,12,0.38,3637.26
2021-01-13,Sports,South,13,0.12,5890.33
2021-05-13,Sports,North,10,0.37,5077.29
2023-10-04,Sports,East,33,0.13,3655.95
2021-05-24,Sports,North,40,0.31,3485.3
2022-01-30,Furniture,West,16,0.1,17904.59
2021-04-17,Clothing,West,45,0.27,2654.42
2021-10-17,Electronics,South,35,0.13,8546.17
2022-02-23,Electronics,East,3,0.2,8075.25
2021-09-15,Furniture,North,5,0.27,11453.19
2021-07-07,Electronics,East,26,0.24,8159.64
2021-12-22,Sports,South,11,0.23,6096.95
2022-02-23,Sports,East,7,0.03,3313.39
2022-04-29,Sports,West,10,0.1,4223.03
2023-11-06,Food,West,42,0.23,2499.68
2021-06-10,Sports,North,34,0.01,3326.94
2023-05-23,Electronics,North,3,0.1,7394.15
2023-08-15,Electronics,North,8,0.09,7824.97
2022-09-30,Sports,North,31,0.1,3688.96
2021-12-03,Furniture,North,11,0.21,18298.21
2022-02-09,Food,East,45,0.23,1283.63
2022-05-17,Food,East,7,0.36,1412.01
2023-05-19,Sports,West,45,0.15,3470.75
2021-12-28,Clothing,West,2,0.37,4974.26
2022-05-25,Clothing,South,6,0.26,2620.24
2022-09-13,Electronics,East,41,0.37,7484.11
2022-08-08,Furniture,East,32,0.33,12025.85
2023-07-08,Food,South,20,0.28,2036.82
2022-02-17,Sports,North,34,0.14,4226.49
2022-07-11,Sports,East,16,0.1,3717.7
2023-09-13,Clothing,West,25,0.09,2797.45
2021-06-13,Sports,South,12,0.38,3325.29
2023-01-07,Furniture,South,7,0.38,18962.4
2023-03-27,Sports,East,39,0.29,4775.86
2023-02-13,Food,East,17,0.35,1644.2
2021-12-10,Furniture,West,45,0.37,17993.94
2023-08-23,Electronics,East,11,0.2,7436.94
2023-06-23,Sports,West,6,0.25,3927.07
2023-05-16,Clothing,East,23,0.17,3445.59
2023-11-01,Electronics,North,27,0.17,12364.65
2023-06-07,Electronics,South,46,0.02,7774.7
2021-11-16,Food,East,6,0.17,2650.37
2023-09-15,Sports,East,38,0.27,4578.54
2021-02-10,Electronics,West,2,0.17,8017.29
2023-02-21,Furniture,East,22,0.35,12490.93
2023-05-26,Furniture,North,20,0.13,12825.16
2021-06-20,Food,West,25,0.05,2457.64
2022-09-07,Furniture,East,15,0.32,11699.79
2021-11-09,Electronics,East,49,0.27,12221.69
2021-12-26,Clothing,West,29,0.1,4851.69
2022-06-11,Clothing,South,8,0.21,2990.54
2023-02-19,Furniture,East,37,0.16,12621.82
2023-08-08,Sports,South,49,0.38,4027.93
2022-09-19,Electronics,South,33,0.24,7923.58
2023-07-18,Food,South,22,0.06,842.77
2022-08-04,Sports,East,47,0.2,3154.97
2023-02-08,Furniture,East,5,0.35,11824.92
2023-09-12,Electronics,East,39,0.27,6549.61
2021-05-28,Electronics,North,18,0.34,8622.25
2022-11-14,Clothing,East,38,0.1,4944.33
2021-10-07,Sports,West,37,0.36,4344.92
2023-08-20,Furniture,East,30,0.3,12556.43
2022-02-05,Sports,West,31,0.29,3862.26
2021-11-13,Food,East,10,0.14,2360.63
2022-01-24,Clothing,North,15,0.36,4314.41
2021-01-09,Sports,West,42,0.26,6554.56
2021-01-27,Furniture,West,48,0.34,16724.17
2023-10-23,Sports,North,44,0.14,4554.42
2023-02-06,Sports,South,18,0.06,3089.52
2023-10-04,Clothing,East,23,0.13,2896.96
2023-04-09,Furniture,North,33,0.18,11475.21
2023-05-02,Furniture,South,16,0.21,11931.94
2023-03-20,Sports,West,38,0.2,3723.6
2023-02-04,Furniture,South,35,0.22,11807.62
2023-02-26,Electronics,South,34,0.34,8273.66
2023-09-30,Food,South,28,0.07,1612.38
2022-09-23,Electronics,East,2,0.13,8499.59
2021-05-26,Sports,West,30,0.36,4209.18
2023-04-18,Food,North,13,0.22,705.43
2021-03-21,Clothing,East,41,0.23,4175.77
2021-09-12,Electronics,North,16,0.19,7007.14
2023-02-28,Food,West,5,0.22,1657.28
2021-11-29,Electronics,North,28,0.08,12367.94
2022-02-02,Sports,East,39,0.22,4146.35
2023-06-13,Furniture,West,45,0.4,11899.97
2022-06-07,Electronics,West,20,0.23,8743.28
2022-12-15,Food,North,24,0.02,2811.61
2023-11-10,Furniture,East,27,0.32,17989.37
2023-09-28,Electronics,West,30,0.16,7775.47
2023-01-25,Furniture,West,45,0.06,17591.31
2021-04-29,Sports,South,27,0.35,3631.21
2023-03-01,Clothing,East,26,0.08,2970.05
2023-05-19,Clothing,North,7,0.37,2172.11
2022-05-21,Furniture,East,42,0.18,11996.66
2022-05-12,Food,East,47,0.3,1901.62
2023-09-06,Sports,East,38,0.22,3718.5
2021-03-12,Sports,North,5,0.1,3988.59
2023-01-11,Clothing,South,23,0.27,4653.7
2021-02-27,Food,West,28,0.38,1742.22
2021-10-30,Furniture,East,34,0.31,11899.94
2022-06-20,Food,East,15,0.24,2380.33
2023-07-22,Electronics,West,32,0.4,8001.71
2021-10-29,Furniture,North,26,0.11,11335.3
2022-06-05,Sports,North,48,0.02,3807.24
2022-05-22,Furniture,West,31,0.01,12649.07
2021-11-27,Clothing,North,19,0.28,5109.86
2021-01-26,Food,South,9,0.33,1390.11
2021-08-28,Electronics,West,29,0.25,7851.17
2021-07-09,Sports,North,39,0.36,3736.22
2023-02-27,Furniture,North,4,0.28,12389.55
2023-03-26,Food,North,3,0.15,930.96
2021-06-14,Sports,West,29,0.07,4779.99
2023-11-28,Furniture,East,11,0.37,17265.06
2022-01-22,Furniture,North,33,0.04,17929.92
2023-05-17,Sports,North,38,0.22,3397.62
2021-12-06,Clothing,North,11,0.13,4828.42
2023-05-25,Food,West,27,0.11,470.93
2022-06-02,Sports,North,33,0.26,3914.3
2022-09-11,Furniture,West,21,0.09,11904.46
2023-10-23,Electronics,West,39,0.37,7552.0
2023-12-28,Food,East,31,0.16,2859.31
2023-02-23,Furniture,North,38,0.27,12851.85
2022-09-23,Sports,West,46,0.29,3798.57
2023-04-23,Food,West,2,0.27,1564.67
2021-07-02,Clothing,South,27,0.36,2691.36
2021-08-12,Electronics,East,36,0.09,7368.48
2022-12-07,Furniture,East,11,0.03,17441.16
2021-10-20,Electronics,North,47,0.02,7454.37
2022-07-05,Clothing,West,18,0.35,3624.55
2022-03-06,Sports,South,1,0.39,4215.02
2023-03-27,Food,North,35,0.12,1023.44
2022-09-23,Electronics,East,35,0.28,7568.12
2021-01-14,Furniture,South,31,0.0,17501.47
2021-12-11,Clothing,West,28,0.08,3560.74
2023-10-05,Clothing,West,39,0.28,3259.57
2021-01-04,Food,West,1,0.03,2186.37
2021-07-18,Sports,South,25,0.19,4854.88
2021-05-24,Clothing,East,43,0.27,1958.24
2023-05-06,Furniture,South,38,0.31,12424.11
2023-12-12,Food,West,20,0.18,2718.48
2023-05-04,Sports,West,3,0.25,4534.18
2022-08-14,Sports,South,2,0.22,4122.82
2023-06-02,Clothing,East,18,0.02,3461.37
2021-12-16,Electronics,East,44,0.3,12152.88
2021-12-28,Sports,West,10,0.07,5625.73
2023-02-07,Sports,North,5,0.01,3799.39
2022-01-17,Clothing,West,9,0.18,4286.04
2021-10-03,Food,North,2,0.35,2081.9
2022-02-10,Sports,West,34,0.06,4639.71
2023-09-24,Furniture,South,38,0.01,12407.27
2022-01-08,Sports,South,31,0.04,6030.65
2023-10-27,Sports,South,10,0.15,2971.28
2021-08-14,Clothing,East,12,0.23,3411.8
2023-07-12,Sports,North,36,0.08,4390.83
2022-03-12,Electronics,South,21,0.32,8142.43
2022-01-16,Furniture,South,49,0.3,18239.67
2022-02-16,Clothing,East,47,0.28,2594.15
2021-05-01,Food,North,6,0.19,1328.32
2022-01-10,Furniture,South,48,0.15,17589.69
2022-01-28,Furniture,North,49,0.15,17922.33
2022-06-16,Clothing,North,3,0.2,3438.52
2023-04-18,Sports,East,10,0.03,4219.36
2023-06-22,Furniture,South,5,0.27,11477.82
2021-08-12,Sports,North,46,0.14,4916.03
2021-12-07,Sports,West,26,0.09,6086.53
2021-06-13,Electronics,East,21,0.11,7662.97
2022-08-24,Furniture,South,45,0.07,11849.46
2021-06-25,Electronics,West,26,0.36,7722.57
2023-02-13,Sports,East,38,0.07,4113.08
2021-09-13,Electronics,South,44,0.35,7338.61
2022-07-21,Electronics,West,26,0.23,8147.17
2021-05-12,Food,West,8,0.35,1920.04
2022-12-02,Electronics,South,5,0.19,12329.84
2021-03-02,Clothing,East,15,0.37,3132.43
2022-04-26,Electronics,West,16,0.08,8287.82
2023-09-06,Sports,West,1,0.22,4196.17
2023-09-21,Clothing,West,16,0.05,3523.33
2021-07-26,Food,North,37,0.18,1380.24
2021-01-20,Sports,East,3,0.23,5543.23
2021-05-06,Clothing,North,47,0.24,3182.84
2022-06-29,Clothing,South,31,0.15,3541.9
2021-01-15,Furniture,North,13,0.03,17804.71
2021-03-27,Electronics,North,16,0.26,8798.8
2021-07-18,Clothing,West,43,0.2,3190.8
2022-03-09,Clothing,South,21,0.05,3464.17
2023-12-06,Furniture,East,2,0.37,17419.15
2021-01-15,Furniture,West,27,0.38,18395.45
2023-02-09,Electronics,East,38,0.34,8233.98
2023-12-02,Food,South,26,0.34,3305.98
2022-06-29,Clothing,West,38,0.04,3257.99
2023-09-23,Clothing,North,46,0.4,3326.92
2023-08-28,Electronics,South,25,0.16,7589.96
2022-11-22,Food,East,11,0.07,2408.69
2023-05-30,Food,South,8,0.32,2072.89
2022-11-21,Sports,West,8,0.09,5826.68
2023-01-30,Sports,South,33,0.21,5644.06
2022-12-04,Electronics,West,7,0.05,13004.4
2022-10-08,Furniture,East,38,0.19,11861.18
2022-05-06,Food,North,21,0.22,1952.51
2023-01-10,Electronics,South,8,0.18,11761.07
2023-03-28,Clothing,West,21,0.03,2781.05
2023-02-15,Food,West,20,0.19,1438.6
2021-04-28,Food,North,8,0.19,1786.52
2022-12-31,Food,North,46,0.1,2834.07
2022-11-08,Furniture,South,31,0.37,17719.6
2021-07-25,Clothing,South,29,0.17,3560.32
2021-01-07,Food,South,48,0.35,2319.17
2023-07-25,Electronics,South,9,0.04,7912.0
2023-04-03,Sports,North,15,0.13,4279.74
2021-10-12,Electronics,East,30,0.07,8714.56
2021-02-22,Furniture,South,26,0.16,12257.77
2021-09-09,Food,East,10,0.04,1136.72
2023-12-23,Electronics,South,29,0.18,12073.09
2022-07-27,Clothing,West,16,0.14,3281.09
2022-05-25,Food,North,36,0.09,1203.36
2023-01-25,Food,North,20,0.26,2390.45
2023-07-15,Electronics,West,45,0.38,7640.84
2023-09-01,Sports,South,37,0.08,4317.11
2023-11-21,Furniture,East,22,0.28,18732.28
2023-04-27,Furniture,East,7,0.3,11959.54
2022-01-20,Electronics,West,23,0.2,12372.7
2021-01-07,Furniture,East,41,0.36,18512.49
2022-10-22,Furniture,West,40,0.39,11785.49
2021-02-04,Electronics,East,29,0.14,8211.66
2023-01-08,Sports,East,16,0.26,6569.24
2021-04-04,Clothing,West,38,0.26,3818.41
2022-10-29,Food,East,28,0.16,1360.85
2023-06-29,Sports,South,48,0.13,3436.46
2022-04-24,Sports,South,38,0.37,4291.82
2023-09-20,Sports,East,31,0.32,4114.41
2023-03-31,Sports,East,14,0.05,4015.17
2021-06-16,Electronics,East,33,0.05,7740.33
2022-12-15,Sports,East,9,0.37,6442.08
2023-05-27,Sports,North,27,0.03,3705.68
2023-09-03,Electronics,North,24,0.28,7662.35
2021-07-25,Furniture,North,13,0.09,11933.85
2023-02-28,Furniture,East,26,0.01,12464.44
2022-08-25,Sports,North,29,0.02,3321.8
2022-02-04,Clothing,South,49,0.15,2492.58
2021-10-21,Electronics,West,43,0.03,7590.21
2023-12-02,Food,West,28,0.24,3241.62
2023-10-31,Electronics,South,28,0.26,8141.27
2021-03-07,Furniture,North,8,0.15,11478.6
2021-09-19,Food,East,23,0.3,1434.52
2023-10-17,Furniture,South,29,0.2,12386.59
2021-06-28,Sports,North,5,0.17,4999.98
2022-09-10,Electronics,South,42,0.16,7230.82
2023-08-15,Clothing,North,7,0.17,2462.67
2021-12-11,Food,South,42,0.39,2080.84
2023-07-03,Sports,West,36,0.27,3848.46
2021-08-25,Clothing,West,41,0.13,2840.44
2023-09-15,Furniture,East,27,0.29,11943.88
2022-05-09,Furniture,North,46,0.13,13014.36
2022-05-14,Food,East,2,0.05,867.14
2022-03-10,Sports,West,25,0.19,4079.91
2021-12-16,Furniture,North,9,0.3,18280.49
2021-07-03,Sports,East,27,0.15,3274.17
2021-08-05,Sports,West,1,0.35,4717.1
2023-06-10,Sports,South,23,0.15,3921.59
2021-03-01,Clothing,South,10,0.14,2458.15
2021-11-25,Sports,North,42,0.4,6773.38
2022-10-31,Furniture,North,25,0.19,12340.64
2023-02-25,Sports,East,3,0.32,3728.67
2022-07-29,Sports,South,6,0.32,4362.5
2022-03-28,Furniture,South,6,0.37,12193.85
2022-06-12,Food,South,2,0.03,731.76
2023-09-03,Sports,East,18,0.11,3280.63
2021-09-10,Furniture,East,23,0.31,12168.37
2021-10-06,Sports,North,2,0.23,3114.27
2023-12-31,Food,North,12,0.22,2752.72
2023-10-05,Electronics,North,22,0.07,7309.57
2021-07-05,Food,South,37,0.11,1960.33
2022-11-13,Food,West,20,0.21,2961.77
2022-04-04,Sports,South,39,0.11,4244.83
2021-05-13,Food,South,24,0.08,100.0
2022-12-04,Food,West,48,0.04,2810.16
2023-02-12,Electronics,North,20,0.06,7781.72
2023-02-21,Electronics,South,1,0.31,7971.2
2023-06-14,Electronics,North,1,0.29,7628.35
2022-04-23,Sports,West,17,0.02,4841.06
2022-04-03,Clothing,West,1,0.08,3088.71
2022-06-15,Sports,East,45,0.22,3796.94
2021-08-25,Clothing,West,30,0.13,3669.71
2022-08-19,Electronics,West,41,0.33,8439.76
2021-06-29,Furniture,North,47,0.31,11433.79
2021-08-17,Food,North,3,0.36,1667.01
2021-07-02,Clothing,West,46,0.23,3110.15
2022-11-28,Furniture,West,11,0.14,17263.96
2022-01-21,Electronics,West,24,0.24,12413.55
2021-08-26,Food,North,22,0.04,1485.48
2023-01-24,Electronics,South,44,0.0,13075.57
2021-09-18,Electronics,West,45,0.01,8704.88
2022-10-04,Furniture,West,26,0.16,12111.05
2023-02-18,Electronics,South,13,0.09,7956.3
2021-01-04,Furniture,East,1,0.06,16977.65
2022-09-29,Electronics,North,24,0.25,8421.17
2021-05-07,Clothing,West,10,0.4,2965.81
2022-01-24,Sports,West,35,0.07,5766.29
2023-03-06,Sports,West,24,0.22,4010.76
2023-05-18,Sports,North,28,0.05,4776.44
2022-10-17,Furniture,West,36,0.37,12682.32
2023-01-18,Clothing,South,16,0.12,5180.94
2021-09-16,Furniture,North,40,0.35,11480.88
2023-12-01,Food,West,16,0.11,3039.82
2022-03-31,Clothing,South,17,0.32,2754.95
2021-08-07,Furniture,North,15,0.08,12373.12
2023-03-21,Clothing,East,16,0.12,3313.75
2021-01-19,Electronics,West,15,0.08,11929.53
2023-08-02,Sports,North,34,0.11,4107.11
2022-10-10,Sports,East,11,0.33,3178.4
2021-10-24,Food,North,1,0.26,1529.49
2022-08-31,Food,West,15,0.16,1382.29
2022-03-25,Food,South,26,0.39,2598.21
2023-10-21,Sports,North,4,0.19,4014.45
2023-07-23,Electronics,South,43,0.39,7642.69
2021-10-29,Furniture,South,5,0.08,12057.59
2022-08-04,Furniture,West,35,0.36,11664.07
2021-10-26,Electronics,East,13,0.01,7290.55
2021-03-12,Electronics,East,10,0.22,8206.02
2022-10-18,Electronics,West,11,0.17,8003.85
2022-09-25,Sports,East,18,0.21,4496.59
2023-10-26,Sports,West,34,0.22,4728.01
2021-09-10,Food,West,39,0.16,2444.67
2022-07-15,Clothing,East,41,0.4,3114.86
2023-09-07,Food,North,42,0.39,1845.77
2022-03-18,Sports,North,23,0.38,4140.78
2023-10-11,Sports,West,7,0.39,2840.42
2022-08-20,Food,North,39,0.32,2118.0
2023-02-11,Clothing,East,3,0.4,3272.91
2021-05-01,Electronics,South,12,0.36,8279.63
2022-11-14,Food,North,7,0.17,1993.71
2021-11-09,Furniture,West,49,0.31,17678.52
2022-03-08,Furniture,East,26,0.36,11966.01
2022-04-06,Food,North,33,0.29,1778.96
2021-04-18,Sports,West,37,0.17,3023.85
2022-01-02,Sports,North,48,0.03,6101.09
2023-09-26,Furniture,South,15,0.32,12844.25
2023-03-14,Furniture,East,2,0.38,11934.33
2022-09-05,Furniture,South,41,0.14,11010.22
2021-11-23,Furniture,East,7,0.06,17905.65
2021-02-14,Electronics,North,32,0.13,8147.42
2023-03-15,Food,West,4,0.23,1688.04
2022-11-23,Furniture,North,20,0.13,18077.37
2023-05-16,Food,North,36,0.24,2468.1
2023-08-28,Clothing,North,32,0.39,3070.44
2022-12-15,Electronics,East,28,0.27,12095.96
2023-03-13,Food,North,13,0.15,1215.44
2023-03-12,Food,South,1,0.37,1972.16
2021-05-28,Furniture,West,35,0.23,12848.54
2023-12-18,Food,South,48,0.05,1935.94
2022-08-03,Furniture,West,30,0.2,11945.68
2022-08-02,Furniture,West,36,0.26,10837.57
2022-02-04,Food,North,25,0.34,1081.7
2023-03-18,Sports,West,16,0.37,4984.66
2021-07-19,Electronics,East,19,0.13,7851.39
2021-09-26,Sports,South,1,0.06,4113.49
2022-10-25,Furniture,North,5,0.03,11635.69
2021-04-21,Food,East,22,0.3,1723.91
2022-09-15,Food,South,24,0.32,1412.73
2023-07-27,Clothing,North,43,0.16,3205.47
2021-12-02,Clothing,South,45,0.16,4552.32
2021-10-09,Sports,West,37,0.38,4721.67
2023-06-24,Sports,South,36,0.37,4084.25
2023-09-16,Electronics,East,36,0.09,7582.85
2022-08-20,Furniture,South,4,0.31,11681.89
2021-10-24,Clothing,West,36,0.25,2065.71
2022-03-06,Clothing,North,18,0.06,3062.7
2022-03-23,Food,South,16,0.14,1468.22
2022-02-05,Food,South,41,0.07,2256.66
2021-01-19,Furniture,North,18,0.12,17413.58
2023-01-12,Furniture,West,22,0.25,17651.19
2021-07-28,Clothing,North,2,0.15,2656.43
2021-10-30,Clothing,West,21,0.16,2873.21
2023-02-11,Furniture,East,36,0.22,11369.52
2023-05-25,Food,East,44,0.03,1360.74
2021-12-11,Food,North,39,0.3,2259.35
2021-04-26,Electronics,South,47,0.16,8024.39
2021-07-16,Electronics,South,39,0.19,8636.68
2022-12-30,Furniture,South,29,0.39,17985.14
2023-08-29,Food,East,26,0.14,1473.22
2022-01-03,Sports,South,21,0.26,6572.57
2021-04-18,Sports,East,17,0.16,3998.87
2021-08-29,Food,South,16,0.36,892.09
2023-11-22,Clothing,North,31,0.34,3961.25
2022-11-25,Electronics,North,9,0.1,11466.01
2023-06-08,Electronics,West,31,0.28,7390.63
2021-11-01,Furniture,East,14,0.03,18999.14
2023-04-08,Clothing,West,49,0.39,2463.91
2022-05-17,Clothing,South,37,0.14,2979.17
2021-03-11,Electronics,East,2,0.33,8027.48
2021-09-01,Clothing,North,48,0.13,2911.59
2022-05-09,Clothing,West,46,0.25,2610.13
2023-03-24,Food,East,14,0.39,1727.6
2023-09-28,Clothing,East,33,0.35,2238.03
2022-09-12,Furniture,East,35,0.06,11467.1
2021-12-20,Furniture,West,39,0.22,18560.92
2023-02-08,Furniture,South,47,0.14,11451.28
2021-07-03,Furniture,East,20,0.17,12648.77
2023-08-08,Food,North,2,0.13,2191.47
2023-02-22,Furniture,North,41,0.13,12701.38
2022-07-18,Clothing,South,19,0.22,3421.94
2023-07-01,Food,North,37,0.08,810.33
2023-01-23,Sports,East,18,0.21,5230.89
2021-01-24,Electronics,North,16,0.11,11440.17
2021-09-03,Furniture,North,4,0.12,11523.81
2021-08-27,Electronics,South,12,0.3,7349.95
2021-06-19,Electronics,South,29,0.01,7658.06
2021-09-07,Electronics,South,7,0.15,8384.78
